source_repo,source_section,category,task,dataset,date,samples,modal,annotations,data_sources,gsd,paper,paper_url,link,link_url,image_size,text_count,image_count,content,description,entry_title,entry_url,mentioned_datasets,notes
https://github.com/satellite-image-deep-learning/techniques,Object detection - Miscellaneous,Object detection - Miscellaneous,Object detection - Miscellaneous,Satellite-Remote-Sensing-Image-Object-Detection,,,,,,,,,Satellite-Remote-Sensing-Image-Object-Detection,https://github.com/ypw-lbj/Satellite-Remote-Sensing-Image-Object-Detection,,,,using RefineDet & DOTA dataset,using RefineDet & DOTA dataset,Satellite-Remote-Sensing-Image-Object-Detection,https://github.com/ypw-lbj/Satellite-Remote-Sensing-Image-Object-Detection,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Object detection - Miscellaneous,Object detection - Miscellaneous,Object detection - Miscellaneous,DQ-DETR,,,,,,,,,DQ-DETR,https://github.com/hoiliu-0801/DQ-DETR,,,,"DETR with Dynamic Query for Tiny Object Detection, uses AI-TOD-v1 and AI-TOD-v2 Datasets","DETR with Dynamic Query for Tiny Object Detection, uses AI-TOD-v1 and AI-TOD-v2 Datasets",DQ-DETR,https://github.com/hoiliu-0801/DQ-DETR,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Object counting,Object counting,Object counting,A Large-scale Dataset; Remote Sensing Object Counting and A Benchmark,,,,,,,,,Counting from Sky,https://github.com/gaoguangshuai/Counting-from-Sky-A-Large-scale-Dataset-for-Remote-Sensing-Object-Counting-and-A-Benchmark-Method,,,,A Large-scale Dataset for Remote Sensing Object Counting and A Benchmark Method,A Large-scale Dataset for Remote Sensing Object Counting and A Benchmark Method,Counting from Sky,https://github.com/gaoguangshuai/Counting-from-Sky-A-Large-scale-Dataset-for-Remote-Sensing-Object-Counting-and-A-Benchmark-Method,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Regression,Regression,Regression,Seabed-Net,,,,,,,,,Seabed-Net,https://github.com/pagraf/Seabed-Net,,,,"A multi-task network for joint bathymetry and pixel-based seabed classification from remote sensing imagery in shallow waters, uses MagicBathyNet dataset","A multi-task network for joint bathymetry and pixel-based seabed classification from remote sensing imagery in shallow waters, uses MagicBathyNet dataset",Seabed-Net,https://github.com/pagraf/Seabed-Net,MagicBathyNet,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Regression,Regression,Regression,Emb2Heights challenge,,,,,,,,,Emb2Heights,https://github.com/VMarsocci/emb2heights-baselines,,,,"baseline for the Emb2Heights challenge - trains and runs inference for a model that predicts sub-pixel land cover percentages (Building, Vegetation, Water) and continuous structure heights (nDSM) directly from Earth Observation embeddings","baseline for the Emb2Heights challenge - trains and runs inference for a model that predicts sub-pixel land cover percentages (Building, Vegetation, Water) and continuous structure heights (nDSM) directly from Earth Observation embeddings",Emb2Heights,https://github.com/VMarsocci/emb2heights-baselines,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,Sentinel 2 cloud dataset,,,,,,,,,CloudSEN12,https://github.com/cloudsen12,,,,Sentinel 2 cloud dataset with a varierty of models here,Sentinel 2 cloud dataset with a varierty of models here,CloudSEN12,https://github.com/cloudsen12,varierty of models here,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,Kaggle 38-Cloud dataset; Unet on the Kaggle 38-Cloud dataset,,,,,,,,,Segmentation of Clouds in Satellite Images Using Deep Learning,https://medium.com/swlh/segmentation-of-clouds-in-satellite-images-using-deep-learning-a9f56e0aa83d,,,,semantic segmentation using a Unet on the Kaggle 38-Cloud dataset,semantic segmentation using a Unet on the Kaggle 38-Cloud dataset,Segmentation of Clouds in Satellite Images Using Deep Learning,https://medium.com/swlh/segmentation-of-clouds-in-satellite-images-using-deep-learning-a9f56e0aa83d,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,Cloud Cover Detection Challenge,,,,,,,,,cloud-cover-winners,https://github.com/drivendataorg/cloud-cover-winners,,,,winning submissions for the On Cloud N: Cloud Cover Detection Challenge,winning submissions for the On Cloud N: Cloud Cover Detection Challenge,cloud-cover-winners,https://github.com/drivendataorg/cloud-cover-winners,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,On-Cloud-N: Cloud Cover Detection Challenge - 19th Place Solution,,,,,,,,,On-Cloud-N: Cloud Cover Detection Challenge - 19th Place Solution,https://github.com/max-schaefer-dev/on-cloud-n-19th-place-solution,,,,On-Cloud-N: Cloud Cover Detection Challenge - 19th Place Solution,On-Cloud-N: Cloud Cover Detection Challenge - 19th Place Solution,On-Cloud-N: Cloud Cover Detection Challenge - 19th Place Solution,https://github.com/max-schaefer-dev/on-cloud-n-19th-place-solution,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,Clouds-Segmentation-Project,,,,,,,,,Clouds-Segmentation-Project,https://github.com/TamirShalev/Clouds-Segmentation-Project,,,,"treats as a 3 class problem; Open clouds, Closed clouds and no clouds, uses pytorch on a dataset that consists of IR & Visual Grayscale images","treats as a 3 class problem; Open clouds, Closed clouds and no clouds, uses pytorch on a dataset that consists of IR & Visual Grayscale images",Clouds-Segmentation-Project,https://github.com/TamirShalev/Clouds-Segmentation-Project,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,SEN12MS-CR-TS,,,,,,,,,SEN12MS-CR-TS,https://github.com/PatrickTUM/SEN12MS-CR-TS,,,,A Remote Sensing Data Set for Multi-modal Multi-temporal Cloud Removal,A Remote Sensing Data Set for Multi-modal Multi-temporal Cloud Removal,SEN12MS-CR-TS,https://github.com/PatrickTUM/SEN12MS-CR-TS,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,AISD,,,,,,,,,AISD,https://github.com/RSrscoder/AISD,,,,Deeply supervised convolutional neural network for shadow detection based on a novel aerial shadow imagery dataset,Deeply supervised convolutional neural network for shadow detection based on a novel aerial shadow imagery dataset,AISD,https://github.com/RSrscoder/AISD,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,Cloud-Segmentation-from-Satellite-Imagery,,,,,,,,,Cloud-Segmentation-from-Satellite-Imagery,https://github.com/vedantk-b/Cloud-Segmentation-from-Satellite-Imagery,,,,applied to Sentinel-2 dataset,applied to Sentinel-2 dataset,Cloud-Segmentation-from-Satellite-Imagery,https://github.com/vedantk-b/Cloud-Segmentation-from-Satellite-Imagery,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,Cloud Detection Dataset; High-Resolution Cloud Detection Dataset,,,,,,,,,HRC_WHU,https://github.com/dr-lizhiwei/HRC_WHU,,,,High-Resolution Cloud Detection Dataset comprising 150 RGB images and a resolution varying from 0.5 to 15 m in different global regions,High-Resolution Cloud Detection Dataset comprising 150 RGB images and a resolution varying from 0.5 to 15 m in different global regions,HRC_WHU,https://github.com/dr-lizhiwei/HRC_WHU,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Cloud detection & removal,Cloud detection & removal,Cloud detection & removal,cloud_segmentation_comparative,,,,,,,,,cloud_segmentation_comparative,https://github.com/toelt-llc/cloud_segmentation_comparative,,,,BenchCloudVision: A Benchmark Analysis of Deep Learning Approaches for Cloud Detection and Segmentation in Remote Sensing Imagery,BenchCloudVision: A Benchmark Analysis of Deep Learning Approaches for Cloud Detection and Segmentation in Remote Sensing Imagery,cloud_segmentation_comparative,https://github.com/toelt-llc/cloud_segmentation_comparative,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,awesome-remote-sensing-change-detection,,,,,,,,,awesome-remote-sensing-change-detection,https://github.com/wenhwu/awesome-remote-sensing-change-detection,,,,awesome-remote-sensing-change-detection lists many datasets and publications,awesome-remote-sensing-change-detection lists many datasets and publications,awesome-remote-sensing-change-detection,https://github.com/wenhwu/awesome-remote-sensing-change-detection,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Urban Change Detection for Multispectral Earth Observation Using Convolutional Neural Networks,,,,,,,,,Urban Change Detection for Multispectral Earth Observation Using Convolutional Neural Networks,https://github.com/rcdaudt/patch_based_change_detection,,,,used the Onera Satellite Change Detection (OSCD) dataset,used the Onera Satellite Change Detection (OSCD) dataset,Urban Change Detection for Multispectral Earth Observation Using Convolutional Neural Networks,https://github.com/rcdaudt/patch_based_change_detection,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,SenseEarth2020-ChangeDetection,,,,,,,,,SenseEarth2020-ChangeDetection,https://github.com/LiheYoung/SenseEarth2020-ChangeDetection,,,,"1st place solution to the Satellite Image Change Detection Challenge hosted by SenseTime; predictions of five HRNet-based segmentation models are ensembled, serving as pseudo labels of unchanged areas","1st place solution to the Satellite Image Change Detection Challenge hosted by SenseTime; predictions of five HRNet-based segmentation models are ensembled, serving as pseudo labels of unchanged areas",SenseEarth2020-ChangeDetection,https://github.com/LiheYoung/SenseEarth2020-ChangeDetection,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,GitHub for the DIUx xView Detection Challenge,,,,,,,,,GitHub for the DIUx xView Detection Challenge,https://github.com/DIUx-xView,,,,The xView2 Challenge focuses on automating the process of assessing building damage after a natural disaster,The xView2 Challenge focuses on automating the process of assessing building damage after a natural disaster,GitHub for the DIUx xView Detection Challenge,https://github.com/DIUx-xView,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Metric-Based Network and an Open Aerial Image Dataset; A Deeply Supervised Attention Metric-Based Network and an Open Aerial Image Dataset,,,,,,,,,DSAMNet,https://github.com/liumency/DSAMNet,,,,A Deeply Supervised Attention Metric-Based Network and an Open Aerial Image Dataset for Remote Sensing Change Detection,A Deeply Supervised Attention Metric-Based Network and an Open Aerial Image Dataset for Remote Sensing Change Detection,DSAMNet,https://github.com/liumency/DSAMNet,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,ChangeFormer,,,,,,,,,ChangeFormer,https://github.com/wgcban/ChangeFormer,,,,"A Transformer-Based Siamese Network for Change Detection. Uses transformer architecture to address the limitations of CNN in handling multi-scale long-range details. Demonstrates that ChangeFormer captures much finer details compared to the other SOTA methods, achieving better performance on benchmark datasets","A Transformer-Based Siamese Network for Change Detection. Uses transformer architecture to address the limitations of CNN in handling multi-scale long-range details. Demonstrates that ChangeFormer captures much finer details compared to the other SOTA methods, achieving better performance on benchmark datasets",ChangeFormer,https://github.com/wgcban/ChangeFormer,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Planetscope imagery on four dataset; Images. Applied to Sentinel-2 and high-resolution Planetscope imagery on four dataset,,,,,,,,,SiROC,https://github.com/lukaskondmann/SiROC,,,,Spatial Context Awareness for Unsupervised Change Detection in Optical Satellite Images. Applied to Sentinel-2 and high-resolution Planetscope imagery on four datasets,Spatial Context Awareness for Unsupervised Change Detection in Optical Satellite Images. Applied to Sentinel-2 and high-resolution Planetscope imagery on four datasets,SiROC,https://github.com/lukaskondmann/SiROC,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Onera Satellite Change Detection dataset,,,,,,,,,DS_UNet,https://github.com/SebastianHafner/DS_UNet,,,,"Sentinel-1 and Sentinel-2 Data Fusion for Urban Change Detection using a Dual Stream U-Net, uses Onera Satellite Change Detection dataset","Sentinel-1 and Sentinel-2 Data Fusion for Urban Change Detection using a Dual Stream U-Net, uses Onera Satellite Change Detection dataset",DS_UNet,https://github.com/SebastianHafner/DS_UNet,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Dual-Task Siamese network and semi-supervised learning. Uses SpaceNet 7 dataset,,,,,,,,,SiameseSSL,https://github.com/SebastianHafner/SiameseSSL,,,,Urban change detection with a Dual-Task Siamese network and semi-supervised learning. Uses SpaceNet 7 dataset,Urban change detection with a Dual-Task Siamese network and semi-supervised learning. Uses SpaceNet 7 dataset,SiameseSSL,https://github.com/SebastianHafner/SiameseSSL,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,CD-SOTA-methods,,,,,,,,,CD-SOTA-methods,https://github.com/wgcban/CD-SOTA-methods,,,,Remote sensing change detection: State-of-the-art methods and available datasets,Remote sensing change detection: State-of-the-art methods and available datasets,CD-SOTA-methods,https://github.com/wgcban/CD-SOTA-methods,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,View2 challenge,,,,,,,,,xView2_Vulcan,https://github.com/RitwikGupta/xView2-Vulcan,,,,Damage assessment using pre and post orthoimagery. Modified + productionized model based off the first-place model from the xView2 challenge.,Damage assessment using pre and post orthoimagery. Modified + productionized model based off the first-place model from the xView2 challenge.,xView2_Vulcan,https://github.com/RitwikGupta/xView2-Vulcan,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Deep Learning Model For Change Detection. Uses LEVIR-CD & WHU-CD dataset,,,,,,,,,Tiny_model_4_CD,https://github.com/AndreaCodegoni/Tiny_model_4_CD,,,,TINYCD: A (Not So) Deep Learning Model For Change Detection. Uses LEVIR-CD & WHU-CD datasets,TINYCD: A (Not So) Deep Learning Model For Change Detection. Uses LEVIR-CD & WHU-CD datasets,Tiny_model_4_CD,https://github.com/AndreaCodegoni/Tiny_model_4_CD,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,Sentinel 2 CaiRoad & CalFire dataset; Change Event Dataset,,,,,,,,,satellite-change-events,https://github.com/utkarshmall13/satellite-change-events,,,,"Change Event Dataset for Discovery from Spatio-temporal Remote Sensing Imagery, uses Sentinel 2 CaiRoad & CalFire datasets","Change Event Dataset for Discovery from Spatio-temporal Remote Sensing Imagery, uses Sentinel 2 CaiRoad & CalFire datasets",satellite-change-events,https://github.com/utkarshmall13/satellite-change-events,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,multi-task-L-UNet,,,,,,,,,multi-task-L-UNet,https://github.com/mpapadomanolaki/multi-task-L-UNet,,,,A Deep Multi-Task Learning Framework Coupling Semantic Segmentation and Fully Convolutional LSTM Networks for Urban Change Detection. Applied to SpaceNet7 dataset,A Deep Multi-Task Learning Framework Coupling Semantic Segmentation and Fully Convolutional LSTM Networks for Urban Change Detection. Applied to SpaceNet7 dataset,multi-task-L-UNet,https://github.com/mpapadomanolaki/multi-task-L-UNet,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,An Attention-Guided Edge Refinement Network and a Dataset,,,,,,,,,AERNet,https://github.com/zjd1836/AERNet,,,,AERNet: An Attention-Guided Edge Refinement Network and a Dataset for Remote Sensing Building Change Detection (HRCUS-CD),AERNet: An Attention-Guided Edge Refinement Network and a Dataset for Remote Sensing Building Change Detection (HRCUS-CD),AERNet,https://github.com/zjd1836/AERNet,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,S1GFlood-Detection,,,,,,,,,S1GFlood-Detection,https://github.com/Tamer-Saleh/S1GFlood-Detection,,,,DAM-Net: Global Flood Detection from SAR Imagery Using Differential Attention Metric-Based Vision Transformers. Includes S1GFloods dataset,DAM-Net: Global Flood Detection from SAR Imagery Using Differential Attention Metric-Based Vision Transformers. Includes S1GFloods dataset,S1GFlood-Detection,https://github.com/Tamer-Saleh/S1GFlood-Detection,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Change detection,Change Detection,Change detection,pytorch-change-models,,,,,,,,,pytorch-change-models,https://github.com/Z-Zheng/pytorch-change-models,,,,"out-of-box contemporary spatiotemporal change model implementations, standard metrics, and datasets","out-of-box contemporary spatiotemporal change model implementations, standard metrics, and datasets",pytorch-change-models,https://github.com/Z-Zheng/pytorch-change-models,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Time series,Time Series,Time series,Entry for the EarthNet2021 challenge,,,,,,,,,satellite_image_forecasting,https://github.com/rudolfwilliam/satellite_image_forecasting,,,,predict future satellite images from past ones using features such as precipitation and elevation maps. Entry for the EarthNet2021 challenge,predict future satellite images from past ones using features such as precipitation and elevation maps. Entry for the EarthNet2021 challenge,satellite_image_forecasting,https://github.com/rudolfwilliam/satellite_image_forecasting,EarthNet2021,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Time series,Time Series,Time series,Spatio-Temporal Graph Benchmark,,,,,,,paper,https://ieeexplore.ieee.org/abstract/document/10281458,graph-dynamic-earth-net,https://github.com/corentin-dfg/graph-dynamic-earth-net,,,,Graph Dynamic Earth Net: Spatio-Temporal Graph Benchmark for Satellite Image Time Series paper,Graph Dynamic Earth Net: Spatio-Temporal Graph Benchmark for Satellite Image Time Series paper,graph-dynamic-earth-net,https://github.com/corentin-dfg/graph-dynamic-earth-net,paper,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop classification,Classification,Crop classification,We also introduce an open-access dataset,,,,,,,,,timematch,https://github.com/jnyborg/timematch,,,,A method to perform unsupervised cross-region adaptation of crop classifiers trained with satellite image time series. We also introduce an open-access dataset for cross-region adaptation with SITS from four different regions in Europe,A method to perform unsupervised cross-region adaptation of crop classifiers trained with satellite image time series. We also introduce an open-access dataset for cross-region adaptation with SITS from four different regions in Europe,timematch,https://github.com/jnyborg/timematch,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop classification,Classification,Crop classification,Lombardy crop dataset,,,,,,,,,in-season-and-dynamic-crop-mapping,https://gitlab.com/artelabsuper/in-season-and-dynamic-crop-mapping,,,,"In-season and dynamic crop mapping using 3D convolution neural networks and sentinel-2 time series, uses the Lombardy crop dataset","In-season and dynamic crop mapping using 3D convolution neural networks and sentinel-2 time series, uses the Lombardy crop dataset",in-season-and-dynamic-crop-mapping,https://gitlab.com/artelabsuper/in-season-and-dynamic-crop-mapping,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop classification,Classification,Crop classification,Zindi AgriFieldNet India Challenge,,,,,,,,,model_ecaas_agrifieldnet_gold,https://github.com/radiantearth/model_ecaas_agrifieldnet_gold,,,,AgriFieldNet Model for Crop Types Detection. First place solution of the of the Zindi AgriFieldNet India Challenge for Crop Types Detection from Satellite Imagery.,AgriFieldNet Model for Crop Types Detection. First place solution of the of the Zindi AgriFieldNet India Challenge for Crop Types Detection from Satellite Imagery.,model_ecaas_agrifieldnet_gold,https://github.com/radiantearth/model_ecaas_agrifieldnet_gold,Zindi AgriFieldNet India Challenge,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop classification,Classification,Crop classification,A Large-scale Dataset,,,,,,,,,H2Crop,https://github.com/flyakon/H2Crop,,,,Fine-grained Hierarchical Crop Type Classification from Integrated Hyperspectral EnMAP Data and Multispectral Sentinel-2 Time Series: A Large-scale Dataset and Dual-stream Transformer Method,Fine-grained Hierarchical Crop Type Classification from Integrated Hyperspectral EnMAP Data and Multispectral Sentinel-2 Time Series: A Large-scale Dataset and Dual-stream Transformer Method,H2Crop,https://github.com/flyakon/H2Crop,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop yield & vegetation forecasting,Crop / Agriculture,Crop yield & vegetation forecasting,MMST-ViT,,,,,,,,,MMST-ViT,https://github.com/fudong03/MMST-ViT,,,,Climate Change-aware Crop Yield Prediction via Multi-Modal Spatial-Temporal Vision Transformer. This paper utilizes the Tiny CropNet dataset of county-level crop yield predictions,Climate Change-aware Crop Yield Prediction via Multi-Modal Spatial-Temporal Vision Transformer. This paper utilizes the Tiny CropNet dataset of county-level crop yield predictions,MMST-ViT,https://github.com/fudong03/MMST-ViT,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop yield & vegetation forecasting,Crop / Agriculture,Crop yield & vegetation forecasting,SICKLE,,,,,,,,,SICKLE,https://github.com/Depanshu-Sani/SICKLE,,,,"A Multi-Sensor Satellite Imagery Dataset Annotated with Multiple Key Cropping Parameters. Basline solutions: U-TAE, U-Net3D and ConvLSTM","A Multi-Sensor Satellite Imagery Dataset Annotated with Multiple Key Cropping Parameters. Basline solutions: U-TAE, U-Net3D and ConvLSTM",SICKLE,https://github.com/Depanshu-Sani/SICKLE,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop yield & vegetation forecasting,Crop / Agriculture,Crop yield & vegetation forecasting,UniCrop,,,,,,,,,UniCrop,https://github.com/CoDIS-Lab/UniCrop,,,,"a configuration-driven, universal data pipeline designed to automate the construction of analysis-ready environmental datasets for crop yield modelling","a configuration-driven, universal data pipeline designed to automate the construction of analysis-ready environmental datasets for crop yield modelling",UniCrop,https://github.com/CoDIS-Lab/UniCrop,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Crop yield & vegetation forecasting,Crop / Agriculture,Crop yield & vegetation forecasting,A Multimodal Benchmark,,,,,,,,,YieldSAT,https://yieldsat.github.io/,,,,A Multimodal Benchmark Dataset for High-Resolution Crop Yield Prediction.,A Multimodal Benchmark Dataset for High-Resolution Crop Yield Prediction.,YieldSAT,https://yieldsat.github.io/,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Wealth and economic activity,Wealth and economic activity,Wealth and economic activity,SustainBench,,,,,,,,,SustainBench,https://github.com/sustainlab-group/sustainbench/,,,,Benchmarks for Monitoring the Sustainable Development Goals with Machine Learning,Benchmarks for Monitoring the Sustainable Development Goals with Machine Learning,SustainBench,https://github.com/sustainlab-group/sustainbench/,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Disaster response,Disaster Response,Disaster response,Machine Learning-based Damage Assessment for Disaster Relief on Google AI blog,,,,,,,,,Machine Learning-based Damage Assessment for Disaster Relief on Google AI blog,https://ai.googleblog.com/2020/06/machine-learning-based-damage.html,,,,"uses object detection to locate buildings, then a classifier to determine if a building is damaged. Challenge of generalising due to small dataset","uses object detection to locate buildings, then a classifier to determine if a building is damaged. Challenge of generalising due to small dataset",Machine Learning-based Damage Assessment for Disaster Relief on Google AI blog,https://ai.googleblog.com/2020/06/machine-learning-based-damage.html,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Disaster response,Disaster Response,Disaster response,Satellite Images. Uses xView2 xBD dataset; Novel Hierarchical Transformer Architecture on Satellite Images. Uses xView2 xBD dataset,,,,,,,,,DAHiTra,https://github.com/nka77/DAHiTra,,,,Large-scale Building Damage Assessment using a Novel Hierarchical Transformer Architecture on Satellite Images. Uses xView2 xBD dataset,Large-scale Building Damage Assessment using a Novel Hierarchical Transformer Architecture on Satellite Images. Uses xView2 xBD dataset,DAHiTra,https://github.com/nka77/DAHiTra,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Multi image super-resolution (MISR),Resolution Enhancement,Multi image super-resolution (MISR),ESA PROBA-V challenge,,,,,,,,,deepsum,https://github.com/diegovalsesia/deepsum,,,,Deep neural network for Super-resolution of Unregistered Multitemporal images (ESA PROBA-V challenge),Deep neural network for Super-resolution of Unregistered Multitemporal images (ESA PROBA-V challenge),deepsum,https://github.com/diegovalsesia/deepsum,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Multi image super-resolution (MISR),Resolution Enhancement,Multi image super-resolution (MISR),TR-MISR,,,,,,,paper,https://ieeexplore.ieee.org/abstract/document/9684717,TR-MISR,https://github.com/Suanmd/TR-MISR,,,,Transformer-based MISR framework for the the PROBA-V super-resolution challenge. With paper,Transformer-based MISR framework for the the PROBA-V super-resolution challenge. With paper,TR-MISR,https://github.com/Suanmd/TR-MISR,paper,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Multi image super-resolution (MISR),Resolution Enhancement,Multi image super-resolution (MISR),Repurposing the Proba-V challenge,,,,,,,,,ProbaVref,https://github.com/centreborelli/ProbaVref,,,,Repurposing the Proba-V challenge for reference-aware super resolution,Repurposing the Proba-V challenge for reference-aware super resolution,ProbaVref,https://github.com/centreborelli/ProbaVref,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Multi image super-resolution (MISR),Resolution Enhancement,Multi image super-resolution (MISR),proba-v-super-resolution-challenge,,,,,,,,,proba-v-super-resolution-challenge,https://github.com/cedricoeldorf/proba-v-super-resolution-challenge,,,,Solution to ESA's satellite imagery super resolution challenge,Solution to ESA's satellite imagery super resolution challenge,proba-v-super-resolution-challenge,https://github.com/cedricoeldorf/proba-v-super-resolution-challenge,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Single image super-resolution (SISR),Resolution Enhancement,Single image super-resolution (SISR),SEN2VENµS,,,,,,,paper,https://www.mdpi.com/2306-5729/7/7/96,SEN2VENµS,https://zenodo.org/record/6514159#.YoRxM5PMK3I,,,,a dataset for the training of Sentinel-2 super-resolution algorithms. With paper,a dataset for the training of Sentinel-2 super-resolution algorithms. With paper,SEN2VENµS,https://zenodo.org/record/6514159#.YoRxM5PMK3I,paper,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
