source_repo,source_section,category,task,dataset,date,samples,modal,annotations,data_sources,gsd,paper,paper_url,link,link_url,image_size,text_count,image_count,content,description,entry_title,entry_url,mentioned_datasets,notes
https://github.com/satellite-image-deep-learning/techniques,Single image super-resolution (SISR),Resolution Enhancement,Single image super-resolution (SISR),A comprehensive benchmark,,,,,,,,,OpenSR Test,https://github.com/ESAOpenSR/opensr-test,,,,A comprehensive benchmark for real-world Sentinel-2 imagery super-resolution,A comprehensive benchmark for real-world Sentinel-2 imagery super-resolution,OpenSR Test,https://github.com/ESAOpenSR/opensr-test,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Super-resolution - Miscellaneous,Resolution Enhancement,Super-resolution - Miscellaneous,Metrics for Benchmark,,,,,,,,,pytorch-enhance,https://github.com/isaaccorley/pytorch-enhance,,,,"Library of Image Super-Resolution Models, Datasets, and Metrics for Benchmarking or Pretrained Use. Also checkout this implementation in Jax","Library of Image Super-Resolution Models, Datasets, and Metrics for Benchmarking or Pretrained Use. Also checkout this implementation in Jax",pytorch-enhance,https://github.com/isaaccorley/pytorch-enhance,checkout this implementation in Jax,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Super-resolution - Miscellaneous,Resolution Enhancement,Super-resolution - Miscellaneous,AI-based Super resolution and change detection to enforce Sentinel-2 systematic usage,,,,,,,,,AI-based Super resolution and change detection to enforce Sentinel-2 systematic usage,https://medium.com/@sistema_gmbh/ai-based-super-resolution-and-change-detection-to-enforce-sentinel-2-systematic-usage-65aa37d0365,,,,Worldview-2 images (2m) were used to create a reference dataset and increase the spatial resolution of the Copernicus sensor from 10m to 5m,Worldview-2 images (2m) were used to create a reference dataset and increase the spatial resolution of the Copernicus sensor from 10m to 5m,AI-based Super resolution and change detection to enforce Sentinel-2 systematic usage,https://medium.com/@sistema_gmbh/ai-based-super-resolution-and-change-detection-to-enforce-sentinel-2-systematic-usage-65aa37d0365,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Super-resolution - Miscellaneous,Resolution Enhancement,Super-resolution - Miscellaneous,OLI2MSI,,,,,,,,,OLI2MSI,https://github.com/wjwjww/OLI2MSI,,,,dataset for remote sensing imagery super-resolution composed of Landsat8-OLI and Sentinel2-MSI images,dataset for remote sensing imagery super-resolution composed of Landsat8-OLI and Sentinel2-MSI images,OLI2MSI,https://github.com/wjwjww/OLI2MSI,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Super-resolution - Miscellaneous,Resolution Enhancement,Super-resolution - Miscellaneous,Sentinel2-SR-Toolbox,,,,,,,,,Sentinel2-SR-Toolbox,https://github.com/matciotola/Sentinel2-SR-Toolbox,,,,"A Comprehensive Benchmarking Framework for Sentinel-2 Sharpening: Methods, Dataset, and Evaluation Metrics","A Comprehensive Benchmarking Framework for Sentinel-2 Sharpening: Methods, Dataset, and Evaluation Metrics",Sentinel2-SR-Toolbox,https://github.com/matciotola/Sentinel2-SR-Toolbox,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Pansharpening,Resolution Enhancement,Pansharpening,PSData,,,,,,,,,PSData,https://github.com/yisun98/PSData,,,,"A Large-Scale General Pan-sharpening DataSet, which contains PSData3 (QB, GF-2, WV-3) and PSData4 (QB, GF-1, GF-2, WV-2).","A Large-Scale General Pan-sharpening DataSet, which contains PSData3 (QB, GF-2, WV-3) and PSData4 (QB, GF-1, GF-2, WV-2).",PSData,https://github.com/yisun98/PSData,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Pansharpening,Resolution Enhancement,Pansharpening,DLPan-Toolbox,,,,,,,,,DLPan-Toolbox,https://github.com/liangjiandeng/DLPan-Toolbox,,,,"Machine Learning in Pansharpening: A Benchmark, from Shallow to Deep Networks","Machine Learning in Pansharpening: A Benchmark, from Shallow to Deep Networks",DLPan-Toolbox,https://github.com/liangjiandeng/DLPan-Toolbox,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Image-to-image translation,Image-to-image translation,Image-to-image translation,Kaggle Pix2Pix Maps,,,,,,,,,Kaggle Pix2Pix Maps,https://www.kaggle.com/datasets/alincijov/pix2pix-maps,,,,dataset for pix2pix to take a google map satellite photo and build a street map,dataset for pix2pix to take a google map satellite photo and build a street map,Kaggle Pix2Pix Maps,https://www.kaggle.com/datasets/alincijov/pix2pix-maps,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Data fusion,Data Fusion,Data fusion,Aerial-Template-Matching,,,,,,,,,Aerial-Template-Matching,https://github.com/m-hamza-mughal/Aerial-Template-Matching,,,,development of an algorithm for template Matching on aerial imagery applied to UAV dataset,development of an algorithm for template Matching on aerial imagery applied to UAV dataset,Aerial-Template-Matching,https://github.com/m-hamza-mughal/Aerial-Template-Matching,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Data fusion,Data Fusion,Data fusion,SOLC; WHU-OPT-SAR-dataset,,,,,,,,,SOLC,https://github.com/yisun98/SOLC,,,,MCANet: A joint semantic segmentation framework of optical and SAR images for land use classification. Uses WHU-OPT-SAR-dataset,MCANet: A joint semantic segmentation framework of optical and SAR images for land use classification. Uses WHU-OPT-SAR-dataset,SOLC,https://github.com/yisun98/SOLC,WHU-OPT-SAR-dataset,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Data fusion,Data Fusion,Data fusion,RSI-MMSegmentation,,,,,,,,,RSI-MMSegmentation,https://github.com/EarthNets/RSI-MMSegmentation,,,,GAMUS: A Geometry-aware Multi-modal Semantic Segmentation Benchmark for Remote Sensing Data,GAMUS: A Geometry-aware Multi-modal Semantic Segmentation Benchmark for Remote Sensing Data,RSI-MMSegmentation,https://github.com/EarthNets/RSI-MMSegmentation,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Data fusion,Data Fusion,Data fusion,DFC2022 dataset; Dice loss to perform semantic segmentation on the DFC2022 dataset,,,,,,,,,dfc2022-baseline,https://github.com/isaaccorley/dfc2022-baseline,,,,"baseline solution to the 2022 IEEE GRSS Data Fusion Contest (DFC2022) using TorchGeo, PyTorch Lightning, and Segmentation Models PyTorch to train a U-Net with a ResNet-18 backbone and a loss function of Focal + Dice loss to perform semantic segmentation on the DFC2022 dataset","baseline solution to the 2022 IEEE GRSS Data Fusion Contest (DFC2022) using TorchGeo, PyTorch Lightning, and Segmentation Models PyTorch to train a U-Net with a ResNet-18 backbone and a loss function of Focal + Dice loss to perform semantic segmentation on the DFC2022 dataset",dfc2022-baseline,https://github.com/isaaccorley/dfc2022-baseline,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Generative networks,Generative networks,Generative networks,CNN in segmenting land cover classes outside of the training dataset,,,,,,,,,Using Generative Adversarial Networks to Address Scarcity of Geospatial Training Data,https://medium.com/radiant-earth-insights/using-generative-adversarial-networks-to-address-scarcity-of-geospatial-training-data-e61cacec986e,,,,"GAN perform better than CNN in segmenting land cover classes outside of the training dataset (article, no code)","GAN perform better than CNN in segmenting land cover classes outside of the training dataset (article, no code)",Using Generative Adversarial Networks to Address Scarcity of Geospatial Training Data,https://medium.com/radiant-earth-insights/using-generative-adversarial-networks-to-address-scarcity-of-geospatial-training-data-e61cacec986e,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Generative networks,Generative networks,Generative networks,Generative adversarial networks in satellite image dataset,,,,,,,article,https://blog.softwaremill.com/generative-adversarial-networks-in-satellite-image-datasets-augmentation-b7045d2f51ab,sentinel-cgan,https://github.com/softwaremill/sentinel-cgan,,,,code for article: Generative adversarial networks in satellite image datasets augmentation,code for article: Generative adversarial networks in satellite image datasets augmentation,sentinel-cgan,https://github.com/softwaremill/sentinel-cgan,article,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",CLIP-rsicd,,,,,,,,,CLIP-rsicd,https://github.com/arampacha/CLIP-rsicd,,,,"fine tuning CLIP on the RSICD image captioning dataset, to enable querying large catalogues in natural language using 🤗","fine tuning CLIP on the RSICD image captioning dataset, to enable querying large catalogues in natural language using 🤗",CLIP-rsicd,https://github.com/arampacha/CLIP-rsicd,RSICD,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",UC Merced Land Use Dataset; ResNet architecture on UC Merced Land Use Dataset,,,,,,,,,Large_Scale_GeoVisual_Search,https://github.com/sdhayalk/Large_Scale_GeoVisual_Search,,,,ResNet architecture on UC Merced Land Use Dataset with hamming distance for similarity based search,ResNet architecture on UC Merced Land Use Dataset with hamming distance for similarity based search,Large_Scale_GeoVisual_Search,https://github.com/sdhayalk/Large_Scale_GeoVisual_Search,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",Applied to Airbus ship detection dataset,,,,,,,,,Airbus_SDC_dup,https://github.com/WillieMaddox/Airbus_SDC_dup,,,,Project focused on detecting duplicate regions of overlapping satellite imagery. Applied to Airbus ship detection dataset,Project focused on detecting duplicate regions of overlapping satellite imagery. Applied to Airbus ship detection dataset,Airbus_SDC_dup,https://github.com/WillieMaddox/Airbus_SDC_dup,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",AID dataset; Image Vector Database and Multimodal Search using fine-tuned ResNet50 on AID dataset,,,,,,,,,rs-cbir,https://github.com/amirafshari/rs-cbir,,,,Satellite Image Vector Database and Multimodal Search using fine-tuned ResNet50 on AID dataset,Satellite Image Vector Database and Multimodal Search using fine-tuned ResNet50 on AID dataset,rs-cbir,https://github.com/amirafshari/rs-cbir,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",Encoding Framework and Benchmark; A Location Encoding Framework and Benchmark,,,,,,,,,TorchSpatial,https://github.com/seai-lab/TorchSpatial,,,,A Location Encoding Framework and Benchmark for Spatial Representation Learning,A Location Encoding Framework and Benchmark for Spatial Representation Learning,TorchSpatial,https://github.com/seai-lab/TorchSpatial,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",Temporal MOSAIKS,,,,,,,,,Temporal MOSAIKS,https://github.com/isaaccorley/temporal-mosaiks,,,,Embed2Scale Challenge 4th Place Solution (Training Free!),Embed2Scale Challenge 4th Place Solution (Training Free!),Temporal MOSAIKS,https://github.com/isaaccorley/temporal-mosaiks,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search","Autoencoders, dimensionality reduction, image embeddings & similarity search",NeuCo-Bench,,,,,,,,,NeuCo-Bench,https://github.com/embed2scale/NeuCo-Bench,,,,a benchmarking framework for evaluating compressed embeddings on downstream tasks. Originally developed to evaluate challenge submissions for the 2025 EARTHVISION Challenge at CVPR,a benchmarking framework for evaluating compressed embeddings on downstream tasks. Originally developed to evaluate challenge submissions for the 2025 EARTHVISION Challenge at CVPR,NeuCo-Bench,https://github.com/embed2scale/NeuCo-Bench,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Anomaly detection,Anomaly detection,Anomaly detection,AgriSen-COG,,,,,,,,,AgriSen-COG,https://github.com/tselea/agrisen-cog,,,,"a Multicountry, Multitemporal Large-Scale Sentinel-2 Benchmark Dataset for Crop Mapping: includes an anomaly detection preprocessing step","a Multicountry, Multitemporal Large-Scale Sentinel-2 Benchmark Dataset for Crop Mapping: includes an anomaly detection preprocessing step",AgriSen-COG,https://github.com/tselea/agrisen-cog,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Image retrieval,Image retrieval,Image retrieval,Hoss-ReID,,,,,,,,,Hoss-ReID,https://github.com/Alioth2000/Hoss-ReID,,,,Cross-modal ship re-identification (optical + SAR): HOSS ReID dataset and TransOSS baseline method (ICCV 2025),Cross-modal ship re-identification (optical + SAR): HOSS ReID dataset and TransOSS baseline method (ICCV 2025),Hoss-ReID,https://github.com/Alioth2000/Hoss-ReID,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Image Captioning,Vision-Language,Image Captioning,Transformer-for-image-captioning,,,,,,,,,Transformer-for-image-captioning,https://github.com/RicRicci22/Transformer-for-image-captioning,,,,"a transformer for image captioning, trained on the UCM dataset","a transformer for image captioning, trained on the UCM dataset",Transformer-for-image-captioning,https://github.com/RicRicci22/Transformer-for-image-captioning,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Few & zero shot learning,Few & zero shot learning,Few & zero shot learning,OEM-Fewshot-Challenge,,,,,,,,,OEM-Fewshot-Challenge,https://github.com/cliffbb/OEM-Fewshot-Challenge,,,,OpenEarthMap Land Cover Mapping Few-Shot Challenge,OpenEarthMap Land Cover Mapping Few-Shot Challenge,OEM-Fewshot-Challenge,https://github.com/cliffbb/OEM-Fewshot-Challenge,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Few & zero shot learning,Few & zero shot learning,Few & zero shot learning,Framework. 1st place in the OpenEarthMap Land Cover Mapping Few-Shot Challenge; Segmentation Framework. 1st place in the OpenEarthMap Land Cover Mapping Few-Shot Challenge,,,,,,,,,SegLand,https://github.com/LiZhuoHong/SegLand,,,,Generalized Few-Shot Meets Remote Sensing: Discovering Novel Classes in Land Cover Mapping via Hybrid Semantic Segmentation Framework. 1st place in the OpenEarthMap Land Cover Mapping Few-Shot Challenge,Generalized Few-Shot Meets Remote Sensing: Discovering Novel Classes in Land Cover Mapping via Hybrid Semantic Segmentation Framework. 1st place in the OpenEarthMap Land Cover Mapping Few-Shot Challenge,SegLand,https://github.com/LiZhuoHong/SegLand,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning",Self-Supervised-Learner by spaceml-org,,,,,,,,,Self-Supervised-Learner by spaceml-org,https://github.com/spaceml-org/Self-Supervised-Learner,,,,"train a classifier with fewer labeled examples needed using self-supervised learning, example applied to UC Merced land use dataset","train a classifier with fewer labeled examples needed using self-supervised learning, example applied to UC Merced land use dataset",Self-Supervised-Learner by spaceml-org,https://github.com/spaceml-org/Self-Supervised-Learner,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning",BigEarthNet dataset,,,,,,,,,TheColorOutOfSpace,https://github.com/stevinc/TheColorOutOfSpace,,,,"The color out of space: learning self-supervised representations for Earth Observation imagery, using the BigEarthNet dataset","The color out of space: learning self-supervised representations for Earth Observation imagery, using the BigEarthNet dataset",TheColorOutOfSpace,https://github.com/stevinc/TheColorOutOfSpace,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning",VISSL,,,,,,,,,vissl_experiments,https://github.com/lewfish/ssl/tree/main/vissl_experiments,,,,Self-supervised Learning using Facebook VISSL on the RESISC-45 satellite imagery classification dataset,Self-supervised Learning using Facebook VISSL on the RESISC-45 satellite imagery classification dataset,vissl_experiments,https://github.com/lewfish/ssl/tree/main/vissl_experiments,VISSL,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning","Self-supervised, unsupervised & contrastive learning",UnigeoCLIP,,,,,,,,,UnigeoCLIP,https://github.com/gastruc/unigeoclip,,,,"a large-scale multimodal remote sensing dataset for semantically grounded foundation modeling. It contains approximately 2.5 million spatially aligned samples spanning optical imagery, SAR, elevation, canopy height, land-cover products, and geographic metadata, paired with semantically grounded captions generated through an agentic captioning framework.","a large-scale multimodal remote sensing dataset for semantically grounded foundation modeling. It contains approximately 2.5 million spatially aligned samples spanning optical imagery, SAR, elevation, canopy height, land-cover products, and geographic metadata, paired with semantically grounded captions generated through an agentic captioning framework.",UnigeoCLIP,https://github.com/gastruc/unigeoclip,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Weakly & semi-supervised learning,Weakly & semi-supervised learning,Weakly & semi-supervised learning,Sensing Imagery. Demonstrates that segmentation can be performed using small dataset,,,,,,,,,weakly_supervised,https://github.com/LobellLab/weakly_supervised,,,,Weakly Supervised Deep Learning for Segmentation of Remote Sensing Imagery. Demonstrates that segmentation can be performed using small datasets comprised of pixel or image labels,Weakly Supervised Deep Learning for Segmentation of Remote Sensing Imagery. Demonstrates that segmentation can be performed using small datasets comprised of pixel or image labels,weakly_supervised,https://github.com/LobellLab/weakly_supervised,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Weakly & semi-supervised learning,Weakly & semi-supervised learning,Weakly & semi-supervised learning,EuroSAT dataset,,,,,,,,,MSMatch,https://github.com/gomezzz/MSMatch,,,,Semi-Supervised Multispectral Scene Classification with Few Labels. Includes code to work with both the RGB and the multispectral (MS) versions of EuroSAT dataset and the UC Merced Land Use (UCM) dataset,Semi-Supervised Multispectral Scene Classification with Few Labels. Includes code to work with both the RGB and the multispectral (MS) versions of EuroSAT dataset and the UC Merced Land Use (UCM) dataset,MSMatch,https://github.com/gomezzz/MSMatch,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Weakly & semi-supervised learning,Weakly & semi-supervised learning,Weakly & semi-supervised learning,Semi-supervised learning in satellite image classification,,,,,,,,,Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61,,,,experimenting with MixMatch and the EuroSAT data set,experimenting with MixMatch and the EuroSAT data set,Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Weakly & semi-supervised learning,Weakly & semi-supervised learning,Weakly & semi-supervised learning,HR land-cover mapping. Introduces the 0.5 m/pixel Tokyo Dataset,,,,,,,,,VCNet,https://github.com/Tusaifei/VCNet,,,,a weakly supervised end-to-end deep-learning network for large-scale HR land-cover mapping. Introduces the 0.5 m/pixel Tokyo Dataset.,a weakly supervised end-to-end deep-learning network for large-scale HR land-cover mapping. Introduces the 0.5 m/pixel Tokyo Dataset.,VCNet,https://github.com/Tusaifei/VCNet,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Active learning,Active learning,Active learning,Active-Labeler by spaceml-org,,,,,,,,,Active-Labeler by spaceml-org,https://github.com/spaceml-org/Active-Labeler,,,,a CLI Tool that facilitates labeling datasets with just a SINGLE line of code,a CLI Tool that facilitates labeling datasets with just a SINGLE line of code,Active-Labeler by spaceml-org,https://github.com/spaceml-org/Active-Labeler,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Adversarial ML,SAR,Adversarial ML,UAE-RS,,,,,,,,,UAE-RS,https://github.com/YonghaoXu/UAE-RS,,,,dataset that provides black-box adversarial samples in the remote sensing field,dataset that provides black-box adversarial samples in the remote sensing field,UAE-RS,https://github.com/YonghaoXu/UAE-RS,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Image registration,Image registration,Image registration,Perform automatic subpixel co-registration of two satellite image dataset,,,,,,,,,arosics,https://danschef.git-pages.gfz-potsdam.de/arosics/doc/about.html,,,,"Perform automatic subpixel co-registration of two satellite image datasets using phase-correlation, XY translations only.","Perform automatic subpixel co-registration of two satellite image datasets using phase-correlation, XY translations only.",arosics,https://danschef.git-pages.gfz-potsdam.de/arosics/doc/about.html,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Image registration,Image registration,Image registration,remote-sensing-images-registration-dataset,,,,,,,,,remote-sensing-images-registration-dataset,https://github.com/liliangzhi110/remote-sensing-images-registration-dataset,,,,"at 0.23m, 3.75m & 30m resolution","at 0.23m, 3.75m & 30m resolution",remote-sensing-images-registration-dataset,https://github.com/liliangzhi110/remote-sensing-images-registration-dataset,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Image registration,Image registration,Image registration,Interspectral image registration dataset,,,,,,,,,Interspectral image registration dataset,https://medium.com/dronehub/datasets-96fc4f9a92e5,,,,including satellite and drone imagery,including satellite and drone imagery,Interspectral image registration dataset,https://medium.com/dronehub/datasets-96fc4f9a92e5,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF","Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF","Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF",overhead-geopose-challenge,,,,,,,,,overhead-geopose-challenge,https://www.drivendata.org/competitions/78/overhead-geopose-challenge/,,,,competition to build computer vision algorithms that can effectively model the height and pose of ground objects for monocular satellite images taken from oblique angles. Blog post MEET THE WINNERS OF THE OVERHEAD GEOPOSE CHALLENGE,competition to build computer vision algorithms that can effectively model the height and pose of ground objects for monocular satellite images taken from oblique angles. Blog post MEET THE WINNERS OF THE OVERHEAD GEOPOSE CHALLENGE,overhead-geopose-challenge,https://www.drivendata.org/competitions/78/overhead-geopose-challenge/,MEET THE WINNERS OF THE OVERHEAD GEOPOSE CHALLENGE,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF","Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF","Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF",aerial_mtl,,,,,,,,,aerial_mtl,https://github.com/marcelampc/aerial_mtl,,,,PyTorch implementation for multi-task learning with aerial images to learn both semantics and height from aerial image datasets; fuses RGB & lidar,PyTorch implementation for multi-task learning with aerial images to learn both semantics and height from aerial image datasets; fuses RGB & lidar,aerial_mtl,https://github.com/marcelampc/aerial_mtl,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,"Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF","Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF","Terrain mapping, Disparity Estimation, Lidar, DEMs & NeRF",WHU-Stereo,,,,,,,,,WHU-Stereo,https://github.com/Sheng029/WHU-Stereo,,,,"a large-scale dataset for stereo matching of high-resolution satellite imagery & several deep learning methods for stereo matching. Methods include StereoNet, Pyramid Stereo Matching Network & HMSM-Net","a large-scale dataset for stereo matching of high-resolution satellite imagery & several deep learning methods for stereo matching. Methods include StereoNet, Pyramid Stereo Matching Network & HMSM-Net",WHU-Stereo,https://github.com/Sheng029/WHU-Stereo,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,SAR,SAR,SAR,Labeled SAR imagery dataset of ten geophysical phenomena from Sentinel-1 wave mode,,,,,,,,,Labeled SAR imagery dataset of ten geophysical phenomena from Sentinel-1 wave mode,https://www.seanoe.org/data/00456/56796/,,,,"Labeled SAR imagery dataset of ten geophysical phenomena from Sentinel-1 wave mode consists of more than 37,000 SAR vignettes divided into ten defined geophysical categories","Labeled SAR imagery dataset of ten geophysical phenomena from Sentinel-1 wave mode consists of more than 37,000 SAR vignettes divided into ten defined geophysical categories",Labeled SAR imagery dataset of ten geophysical phenomena from Sentinel-1 wave mode,https://www.seanoe.org/data/00456/56796/,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,SAR,SAR,SAR,The winning solutions for the SpaceNet 6 Challenge,,,,,,,,,SpaceNet_SAR_Buildings_Solutions,https://github.com/SpaceNetChallenge/SpaceNet_SAR_Buildings_Solutions,,,,The winning solutions for the SpaceNet 6 Challenge,The winning solutions for the SpaceNet 6 Challenge,SpaceNet_SAR_Buildings_Solutions,https://github.com/SpaceNetChallenge/SpaceNet_SAR_Buildings_Solutions,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,SAR,SAR,SAR,SSDD ship detection dataset,,,,,,,,,SSDD ship detection dataset,https://github.com/TianwenZhang0825/Official-SSDD,,,,SSDD ship detection dataset,SSDD ship detection dataset,SSDD ship detection dataset,https://github.com/TianwenZhang0825/Official-SSDD,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,SAR,SAR,SAR,Random forest classification for wetland vegetation from synthetic aperture radar dataset,,,,,,,,,random-wetlands,https://github.com/ekcomputer/random-wetlands,,,,Random forest classification for wetland vegetation from synthetic aperture radar dataset,Random forest classification for wetland vegetation from synthetic aperture radar dataset,random-wetlands,https://github.com/ekcomputer/random-wetlands,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
https://github.com/satellite-image-deep-learning/techniques,Synthetic data,Synthetic Data,Synthetic data,The Synthinel-1 dataset: a collection of high resolution synthetic overhead imagery for building segmentation,,,,,,,,,The Synthinel-1 dataset: a collection of high resolution synthetic overhead imagery for building segmentation,https://github.com/timqqt/Synthinel,,,,The Synthinel-1 dataset: a collection of high resolution synthetic overhead imagery for building segmentation,The Synthinel-1 dataset: a collection of high resolution synthetic overhead imagery for building segmentation,The Synthinel-1 dataset: a collection of high resolution synthetic overhead imagery for building segmentation,https://github.com/timqqt/Synthinel,,extracted from dataset/benchmark/challenge mention in techniques README; verify before citing
