source_repo,source_readme,source_line,source_section,entry_name,entry_url,action,link_status,target_file,target_id,description
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,122,Sentinel-2 (Optical),Ghana Sentinel-2 Forest Dataset,https://www.kaggle.com/datasets/kwabenaobeng/ghana-sentinel2-forest,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/ghana-sentinel-2-forest-dataset,
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,125,Combined Sentinel,awesome-sentinel,https://github.com/Fernerkundung/awesome-sentinel,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/awesome-sentinel,"a curated list of awesome tools, tutorials and APIs related to data from the Copernicus Sentinel Satellites."
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,126,Combined Sentinel,sentinel-hub,https://www.sentinel-hub.com/,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/sentinel-hub,Paid access to Sentinel & Landsat data via sentinel-hub and python-api
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,127,Combined Sentinel,Jupyter Notebooks for working with Sentinel-5P Level 2 data stored on S3,https://github.com/Sentinel-5P/data-on-s3,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/jupyter-notebooks-for-working-with-sentinel-5p-level-2-data-stored-on-s3,. The data can be browsed here
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,128,Combined Sentinel,Sentinel NetCDF data,https://github.com/acgeospatial/Sentinel-5P/blob/master/Sentinel_5P.ipynb,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/sentinel-netcdf-data,
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,129,Combined Sentinel,earthspy,https://github.com/AdrienWehrle/earthspy,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/earthspy,Monitor and study any place on Earth and in Near Real-Time (NRT) using the Sentinel Hub services developed by the EO research team at Sinergise
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,131,Combined Sentinel,Industrial Smoke Plumes,https://zenodo.org/record/4250706,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/industrial-smoke-plumes,
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,132,Combined Sentinel,MARIDA: Marine Debris Archive,https://github.com/marine-debris/marine-debris.github.io,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/marida-marine-debris-archive,
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,133,Combined Sentinel,OMS2CD,https://github.com/Dibz15/OpenMineChangeDetection,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/oms2cd,hand-labelled images for change-detection in open-pit mining areas
https://github.com/satellite-image-deep-learning/datasets,https://raw.githubusercontent.com/satellite-image-deep-learning/datasets/main/README.md,134,Combined Sentinel,coal power plants' emissions,https://transitionzero.medium.com/estimating-coal-power-plant-operation-from-satellite-images-with-computer-vision-b966af56919e,added,200,datasets.csv,source/satellite-image-deep-learning-datasets/coal-power-plants-emissions,"a dataset of coal power plants' emissions, including images, metadata and labels."
